year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,8,OO,SkyWest Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",163,28,0,0,1253,763,67,42,0,381
2023,8,OO,SkyWest Airlines Inc.,FSM,"Fort Smith, AR: Fort Smith Regional",29,1,0,0,23,0,0,0,0,23
2023,8,OO,SkyWest Airlines Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",200,26,3,0,1658,990,520,0,0,148
2023,8,OO,SkyWest Airlines Inc.,GCC,"Gillette, WY: Northeast Wyoming Regional",52,14,0,0,797,140,36,0,28,593
2023,8,OO,SkyWest Airlines Inc.,GCK,"Garden City, KS: Garden City Regional",62,8,0,0,681,570,111,0,0,0
2023,8,OO,SkyWest Airlines Inc.,GEG,"Spokane, WA: Spokane International",298,30,0,0,1347,1065,134,59,0,89
2023,8,OO,SkyWest Airlines Inc.,GFK,"Grand Forks, ND: Grand Forks International",92,9,0,0,275,213,62,0,0,0
2023,8,OO,SkyWest Airlines Inc.,GGG,"Longview, TX: East Texas Regional",62,3,1,0,531,531,0,0,0,0
2023,8,OO,SkyWest Airlines Inc.,GJT,"Grand Junction, CO: Grand Junction Regional",112,18,0,0,1426,1011,0,0,0,415
2023,8,OO,SkyWest Airlines Inc.,GNV,"Gainesville, FL: Gainesville Regional",22,2,0,0,66,66,0,0,0,0
2023,8,OO,SkyWest Airlines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",3,0,0,0,0,0,0,0,0,0
2023,8,OO,SkyWest Airlines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",322,60,4,0,3336,1415,417,105,0,1399
2023,8,OO,SkyWest Airlines Inc.,GRI,"Grand Island, NE: Central Nebraska Regional",62,6,2,0,377,338,39,0,0,0
2023,8,OO,SkyWest Airlines Inc.,GRK,"Killeen, TX: Robert Gray AAF",42,4,0,0,280,188,92,0,0,0
2023,8,OO,SkyWest Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",57,6,1,0,350,277,0,0,0,73
2023,8,OO,SkyWest Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",62,11,1,0,571,181,0,0,0,390
2023,8,OO,SkyWest Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",66,10,0,0,645,408,0,0,0,237
2023,8,OO,SkyWest Airlines Inc.,GTF,"Great Falls, MT: Great Falls International",155,13,0,0,558,200,195,0,0,163
2023,8,OO,SkyWest Airlines Inc.,GTR,"Columbus, MS: Golden Triangle Regional",5,2,0,0,102,102,0,0,0,0
2023,8,OO,SkyWest Airlines Inc.,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",62,7,0,0,517,133,0,0,0,384
2023,8,OO,SkyWest Airlines Inc.,HDN,"Hayden, CO: Yampa Valley",101,21,0,1,2366,558,0,52,0,1756
2023,8,OO,SkyWest Airlines Inc.,HIB,"Hibbing, MN: Range Regional",52,5,0,0,364,341,23,0,0,0
2023,8,OO,SkyWest Airlines Inc.,HLN,"Helena, MT: Helena Regional",155,19,0,0,1157,813,96,0,0,248
2023,8,OO,SkyWest Airlines Inc.,HOU,"Houston, TX: William P Hobby",55,9,0,0,562,438,0,62,0,62
2023,8,OO,SkyWest Airlines Inc.,HPN,"White Plains, NY: Westchester County",265,54,3,0,3547,2728,706,0,0,113
2023,8,OO,SkyWest Airlines Inc.,HRL,"Harlingen/San Benito, TX: Valley International",7,0,0,0,0,0,0,0,0,0
2023,8,OO,SkyWest Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",138,44,0,1,2653,1415,409,47,0,782
2023,8,OO,SkyWest Airlines Inc.,HYS,"Hays, KS: Hays Regional",62,11,0,0,1079,439,0,0,0,640
2023,8,OO,SkyWest Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",266,35,6,0,2105,1376,241,488,0,0
2023,8,OO,SkyWest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",833,131,2,1,13713,8036,284,0,0,5393
2023,8,OO,SkyWest Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",221,39,0,0,3643,2566,101,42,0,934
2023,8,OO,SkyWest Airlines Inc.,IDA,"Idaho Falls, ID: Idaho Falls Regional",248,37,3,0,2129,1416,44,0,0,669
2023,8,OO,SkyWest Airlines Inc.,IMT,"Iron Mountain/Kingsfd, MI: Ford",62,6,1,1,834,284,550,0,0,0
2023,8,OO,SkyWest Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",96,12,1,0,750,561,91,0,0,98
2023,8,OO,SkyWest Airlines Inc.,INL,"International Falls, MN: Falls International Einarson Field",52,4,0,0,343,343,0,0,0,0
2023,8,OO,SkyWest Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",76,7,0,1,414,414,0,0,0,0
2023,8,OO,SkyWest Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",20,2,0,0,135,135,0,0,0,0
2023,8,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",349,55,8,0,5984,3302,1902,607,173,0
2023,8,OO,SkyWest Airlines Inc.,JLN,"Joplin, MO: Joplin Regional",52,8,1,0,2929,1776,0,0,0,1153
2023,8,OO,SkyWest Airlines Inc.,JMS,"Jamestown, ND: Jamestown Regional",57,6,0,0,334,236,0,0,19,79
2023,8,OO,SkyWest Airlines Inc.,JST,"Johnstown, PA: John Murtha Johnstown-Cambria County",62,14,0,0,1211,867,0,0,0,344
2023,8,OO,SkyWest Airlines Inc.,KTN,"Ketchikan, AK: Ketchikan International",31,4,0,0,299,216,83,0,0,0
2023,8,OO,SkyWest Airlines Inc.,LAR,"Laramie, WY: Laramie Regional",53,22,0,0,1460,1003,111,0,0,346
2023,8,OO,SkyWest Airlines Inc.,LAS,"Las Vegas, NV: Harry Reid International",149,26,0,2,1591,322,47,431,0,791
2023,8,OO,SkyWest Airlines Inc.,LAW,"Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",93,8,1,0,1354,1057,216,0,81,0
2023,8,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3092,306,25,2,23846,14239,1516,1428,0,6663
2023,8,OO,SkyWest Airlines Inc.,LBB,"Lubbock, TX: Lubbock Preston Smith International",217,36,1,1,3333,2456,41,0,17,819
2023,8,OO,SkyWest Airlines Inc.,LBF,"North Platte, NE: North Platte Regional Airport Lee Bird Field",52,13,4,0,1486,922,104,112,0,348
2023,8,OO,SkyWest Airlines Inc.,LBL,"Liberal, KS: Liberal Mid-America Regional",53,7,0,0,672,448,0,0,0,224
2023,8,OO,SkyWest Airlines Inc.,LCH,"Lake Charles, LA: Lake Charles Regional",91,14,0,0,915,823,0,0,0,92
2023,8,OO,SkyWest Airlines Inc.,LEX,"Lexington, KY: Blue Grass",93,16,1,0,851,579,0,34,0,238
2023,8,OO,SkyWest Airlines Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",67,13,0,1,801,289,484,0,0,28
2023,8,OO,SkyWest Airlines Inc.,LGA,"New York, NY: LaGuardia",152,19,3,1,1528,911,83,199,0,335
2023,8,OO,SkyWest Airlines Inc.,LGB,"Long Beach, CA: Long Beach Airport",93,10,0,0,322,295,27,0,0,0
2023,8,OO,SkyWest Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",124,29,1,1,2059,740,22,0,0,1297
2023,8,OO,SkyWest Airlines Inc.,LNK,"Lincoln, NE: Lincoln Airport",93,20,0,0,1274,419,0,70,0,785
2023,8,OO,SkyWest Airlines Inc.,LRD,"Laredo, TX: Laredo International",32,2,0,0,108,77,0,0,0,31
2023,8,OO,SkyWest Airlines Inc.,LWS,"Lewiston, ID: Lewiston Nez Perce County",62,7,0,0,487,196,0,0,0,291
2023,8,OO,SkyWest Airlines Inc.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",31,5,0,0,243,195,0,0,0,48
2023,8,OO,SkyWest Airlines Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",182,35,3,0,2544,1592,245,185,0,522
2023,8,OO,SkyWest Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",91,15,0,0,907,621,53,0,0,233
2023,8,OO,SkyWest Airlines Inc.,MCW,"Mason City, IA: Mason City Municipal",53,11,1,0,531,328,92,0,0,111
2023,8,OO,SkyWest Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",49,6,1,0,288,201,87,0,0,0
2023,8,OO,SkyWest Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",178,30,2,1,2034,1322,418,294,0,0
2023,8,OO,SkyWest Airlines Inc.,MEI,"Meridian, MS: Key Field",53,8,0,0,3463,1055,0,0,0,2408
2023,8,OO,SkyWest Airlines Inc.,MEM,"Memphis, TN: Memphis International",132,30,0,0,1626,514,117,48,0,947
2023,8,OO,SkyWest Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",3,0,0,0,0,0,0,0,0,0
2023,8,OO,SkyWest Airlines Inc.,MFR,"Medford, OR: Rogue Valley International - Medford",290,26,0,0,1960,1439,88,35,16,382
2023,8,OO,SkyWest Airlines Inc.,MGM,"Montgomery, AL: Montgomery Regional",79,13,0,0,935,471,445,19,0,0
2023,8,OO,SkyWest Airlines Inc.,MHT,"Manchester, NH: Manchester Boston Regional",11,4,0,0,275,275,0,0,0,0
2023,8,OO,SkyWest Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",345,84,5,0,5806,3754,304,60,111,1577
2023,8,OO,SkyWest Airlines Inc.,MLI,"Moline, IL: Quad Cities International",120,35,1,0,2444,1021,159,182,0,1082
2023,8,OO,SkyWest Airlines Inc.,MLU,"Monroe, LA: Monroe Regional",29,3,0,0,84,84,0,0,0,0
2023,8,OO,SkyWest Airlines Inc.,MOT,"Minot, ND: Minot International",182,23,0,0,2010,1419,157,94,0,340
2023,8,OO,SkyWest Airlines Inc.,MRY,"Monterey, CA: Monterey Regional",296,42,2,2,2774,509,696,488,18,1063
2023,8,OO,SkyWest Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",210,31,2,1,1983,1624,237,54,0,68
2023,8,OO,SkyWest Airlines Inc.,MSO,"Missoula, MT: Missoula Montana",159,13,0,0,513,375,25,0,0,113
2023,8,OO,SkyWest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",1998,168,1,1,16191,12683,2670,773,65,0
2023,8,OO,SkyWest Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",6,0,0,0,0,0,0,0,0,0
2023,8,OO,SkyWest Airlines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",124,31,0,0,1668,836,28,0,0,804
2023,8,OO,SkyWest Airlines Inc.,OAK,"Oakland, CA: Metro Oakland International",177,11,0,0,571,571,0,0,0,0
2023,8,OO,SkyWest Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",532,88,4,0,9077,7179,664,292,0,942
2023,8,OO,SkyWest Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",317,37,3,0,1770,1477,123,0,0,170
2023,8,OO,SkyWest Airlines Inc.,ONT,"Ontario, CA: Ontario International",82,8,1,0,259,234,25,0,0,0
2023,8,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4767,937,60,15,89785,50140,11195,9150,328,18972
2023,8,OO,SkyWest Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",31,10,0,0,696,318,378,0,0,0
2023,8,OO,SkyWest Airlines Inc.,OTH,"North Bend/Coos Bay, OR: Southwest Oregon Regional",40,11,0,0,499,185,166,0,0,148
2023,8,OO,SkyWest Airlines Inc.,PDX,"Portland, OR: Portland International",843,93,2,0,5152,2400,260,276,0,2216
2023,8,OO,SkyWest Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1484,162,5,1,14177,10680,1051,24,0,2422
2023,8,OO,SkyWest Airlines Inc.,PIA,"Peoria, IL: General Downing - Peoria International",93,22,1,0,1305,837,125,0,0,343
2023,8,OO,SkyWest Airlines Inc.,PIB,"Hattiesburg/Laurel, MS: Hattiesburg-Laurel Regional",53,7,0,0,1704,464,15,1108,0,117
2023,8,OO,SkyWest Airlines Inc.,PIH,"Pocatello, ID: Pocatello Regional",31,0,0,0,0,0,0,0,0,0
2023,8,OO,SkyWest Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",165,26,2,0,1420,1279,141,0,0,0
2023,8,OO,SkyWest Airlines Inc.,PLN,"Pellston, MI: Pellston Regional Airport of Emmet County",93,13,1,1,1260,388,840,32,0,0
2023,8,OO,SkyWest Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",4,1,0,0,34,34,0,0,0,0
2023,8,OO,SkyWest Airlines Inc.,PRC,"Prescott, AZ: Prescott Regional Ernest A Love Field",62,19,2,0,1987,389,0,0,0,1598
2023,8,OO,SkyWest Airlines Inc.,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",391,57,1,0,2483,1411,541,0,0,531
2023,8,OO,SkyWest Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",369,46,9,0,4989,2636,846,124,0,1383
2023,8,OO,SkyWest Airlines Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",1,0,0,0,0,0,0,0,0,0
2023,8,OO,SkyWest Airlines Inc.,RAP,"Rapid City, SD: Rapid City Regional",94,5,1,1,313,313,0,0,0,0
2023,8,OO,SkyWest Airlines Inc.,RDD,"Redding, CA: Redding Regional",147,19,1,0,2279,1971,0,0,0,308
2023,8,OO,SkyWest Airlines Inc.,RDM,"Bend/Redmond, OR: Roberts Field",311,24,1,0,1117,447,544,53,0,73
2023,8,OO,SkyWest Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",4,0,0,0,0,0,0,0,0,0
2023,8,OO,SkyWest Airlines Inc.,RHI,"Rhinelander, WI: Rhinelander/Oneida County",62,5,0,0,167,135,32,0,0,0
2023,8,OO,SkyWest Airlines Inc.,RIC,"Richmond, VA: Richmond International",36,5,1,0,192,171,21,0,0,0
2023,8,OO,SkyWest Airlines Inc.,RIW,"Riverton/Lander, WY: Central Wyoming Regional",41,11,0,0,549,211,51,104,0,183
2023,8,OO,SkyWest Airlines Inc.,RKS,"Rock Springs, WY: Southwest Wyoming Regional",41,7,1,0,334,243,0,0,0,91
2023,8,OO,SkyWest Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",377,39,1,3,2698,2006,0,0,46,646
2023,8,OO,SkyWest Airlines Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",62,10,1,0,589,169,42,0,0,378
2023,8,OO,SkyWest Airlines Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",51,12,0,0,842,827,0,0,0,15
2023,8,OO,SkyWest Airlines Inc.,ROW,"Roswell, NM: Roswell Air Center",62,10,0,0,463,291,46,0,0,126
2023,8,OO,SkyWest Airlines Inc.,SAF,"Santa Fe, NM: Santa Fe Municipal",155,21,3,0,1422,1149,62,0,0,211
2023,8,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",861,173,5,0,9445,2728,157,255,0,6305
2023,8,OO,SkyWest Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",46,3,0,0,68,49,0,0,0,19
2023,8,OO,SkyWest Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",32,15,2,0,582,193,163,50,0,176
2023,8,OO,SkyWest Airlines Inc.,SBA,"Santa Barbara, CA: Santa Barbara Municipal",222,43,2,1,2621,1904,80,53,0,584
2023,8,OO,SkyWest Airlines Inc.,SBN,"South Bend, IN: South Bend International",358,60,3,0,5011,2698,1461,105,0,747
2023,8,OO,SkyWest Airlines Inc.,SBP,"San Luis Obispo, CA: San Luis County Regional",359,73,2,0,4599,2510,803,188,0,1098
2023,8,OO,SkyWest Airlines Inc.,SCE,"State College, PA: University Park",93,25,2,0,1446,1261,0,0,0,185
2023,8,OO,SkyWest Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",187,20,2,1,997,950,47,0,0,0
2023,8,OO,SkyWest Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",2122,286,1,1,18459,11435,3307,737,0,2980
2023,8,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",2859,509,16,3,36519,19423,1623,4799,0,10674
2023,8,OO,SkyWest Airlines Inc.,SGF,"Springfield, MO: Springfield-Branson National",147,54,1,0,3812,2563,119,89,0,1041
2023,8,OO,SkyWest Airlines Inc.,SGU,"St. George, UT: St George Regional",193,31,0,3,1787,842,407,62,0,476
2023,8,OO,SkyWest Airlines Inc.,SHR,"Sheridan, WY: Sheridan County",52,4,1,0,781,72,0,0,0,709
2023,8,OO,SkyWest Airlines Inc.,SHV,"Shreveport, LA: Shreveport Regional",64,7,1,0,297,297,0,0,0,0
2023,8,OO,SkyWest Airlines Inc.,SIT,"Sitka, AK: Sitka Rocky Gutierrez",31,11,0,0,624,376,102,146,0,0
2023,8,OO,SkyWest Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",558,71,1,0,4462,2365,42,64,0,1991
2023,8,OO,SkyWest Airlines Inc.,SJT,"San Angelo, TX: San Angelo Regional/Mathis Field",16,2,0,0,147,147,0,0,0,0
2023,8,OO,SkyWest Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",2656,231,4,5,16490,10296,2521,372,0,3301
2023,8,OO,SkyWest Airlines Inc.,SLN,"Salina, KS: Salina Regional",62,11,0,0,1913,426,0,0,0,1487
2023,8,OO,SkyWest Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",581,59,2,0,3072,1308,15,39,18,1692
2023,8,OO,SkyWest Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",364,62,3,0,3091,1085,0,100,0,1906
2023,8,OO,SkyWest Airlines Inc.,SPS,"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",62,9,0,0,688,655,0,0,0,33
2023,8,OO,SkyWest Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",21,3,0,0,138,138,0,0,0,0
2023,8,OO,SkyWest Airlines Inc.,STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",174,41,2,0,2327,325,0,15,0,1987
2023,8,OO,SkyWest Airlines Inc.,SUN,"Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",163,11,1,1,907,450,0,117,0,340
2023,8,OO,SkyWest Airlines Inc.,SUX,"Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",62,16,1,0,895,506,100,0,0,289
2023,8,OO,SkyWest Airlines Inc.,SWO,"Stillwater, OK: Stillwater Regional",62,5,0,0,755,755,0,0,0,0
2023,8,OO,SkyWest Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",38,10,0,0,601,526,0,0,0,75
2023,8,OO,SkyWest Airlines Inc.,TLH,"Tallahassee, FL: Tallahassee International",34,1,1,0,47,47,0,0,0,0
2023,8,OO,SkyWest Airlines Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",12,5,0,0,1354,1354,0,0,0,0
2023,8,OO,SkyWest Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",232,32,0,0,2086,1479,367,0,0,240
2023,8,OO,SkyWest Airlines Inc.,TUS,"Tucson, AZ: Tucson International",548,85,0,3,4919,3762,89,39,0,1029
2023,8,OO,SkyWest Airlines Inc.,TVC,"Traverse City, MI: Cherry Capital",60,14,0,0,906,745,161,0,0,0
2023,8,OO,SkyWest Airlines Inc.,TWF,"Twin Falls, ID: Joslin Field - Magic Valley Regional",31,1,0,0,22,22,0,0,0,0
2023,8,OO,SkyWest Airlines Inc.,TXK,"Texarkana, AR: Texarkana Regional-Webb Field",93,10,0,0,415,279,24,0,0,112
2023,8,OO,SkyWest Airlines Inc.,TYR,"Tyler, TX: Tyler Pounds Regional",93,9,1,0,1245,1207,0,0,0,38
2023,8,OO,SkyWest Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",248,53,1,1,5145,2926,145,257,0,1817
2023,8,OO,SkyWest Airlines Inc.,VCT,"Victoria, TX: Victoria Regional",53,7,0,0,2653,2564,0,0,0,89
2023,8,OO,SkyWest Airlines Inc.,VEL,"Vernal, UT: Vernal Regional",53,8,0,0,523,176,62,0,0,285
2023,8,OO,SkyWest Airlines Inc.,WYS,"West Yellowstone, MT: Yellowstone",60,6,1,0,236,191,45,0,0,0
2023,8,OO,SkyWest Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",209,37,3,0,2140,1248,0,81,0,811
2023,8,OO,SkyWest Airlines Inc.,XWA,"Williston, ND: Williston Basin International",155,18,0,2,790,547,42,0,21,180
2023,8,OO,SkyWest Airlines Inc.,YUM,"Yuma, AZ: Yuma MCAS/Yuma International",152,19,3,1,926,727,140,0,0,59
2023,8,UA,United Air Lines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",185,50,2,0,2830,1160,62,254,0,1354
2023,8,UA,United Air Lines Inc.,ALB,"Albany, NY: Albany International",89,16,1,0,537,121,39,193,0,184
2023,8,UA,United Air Lines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",217,49,1,0,3113,1417,0,539,0,1157
2023,8,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",767,192,5,10,13356,3698,878,3929,0,4851
2023,8,UA,United Air Lines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",825,179,8,0,10888,3518,350,1508,0,5512
2023,8,UA,United Air Lines Inc.,BDL,"Hartford, CT: Bradley International",192,45,1,0,2969,871,64,519,0,1515
2023,8,UA,United Air Lines Inc.,BIL,"Billings, MT: Billings Logan International",60,20,0,0,1726,742,72,92,0,820
2023,8,UA,United Air Lines Inc.,BNA,"Nashville, TN: Nashville International",624,156,8,0,9365,2906,335,1511,0,4613
2023,8,UA,United Air Lines Inc.,BOI,"Boise, ID: Boise Air Terminal",186,45,0,0,2338,716,96,462,0,1064
2023,8,UA,United Air Lines Inc.,BOS,"Boston, MA: Logan International",1106,262,8,1,16847,4432,240,7331,0,4844
2023,8,UA,United Air Lines Inc.,BQN,"Aguadilla, PR: Rafael Hernandez",31,10,0,0,360,168,0,177,0,15
2023,8,UA,United Air Lines Inc.,BTV,"Burlington, VT: Burlington International",141,19,0,0,916,368,0,111,0,437
2023,8,UA,United Air Lines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",114,34,1,0,2294,618,644,169,0,863
2023,8,UA,United Air Lines Inc.,BUR,"Burbank, CA: Bob Hope",31,13,0,0,1457,208,631,31,0,587
2023,8,UA,United Air Lines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",326,58,3,0,3103,1197,63,411,0,1432
2023,8,UA,United Air Lines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",225,42,0,0,2375,595,0,207,0,1573
2023,8,UA,United Air Lines Inc.,CHS,"Charleston, SC: Charleston AFB/International",252,47,5,1,3610,1054,80,343,0,2133
2023,8,UA,United Air Lines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",97,22,1,0,1706,566,0,67,0,1073
2023,8,UA,United Air Lines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",806,144,9,7,9458,2956,916,1809,0,3777
2023,8,UA,United Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",414,120,4,5,8776,2817,291,2161,0,3507
2023,8,UA,United Air Lines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",269,70,4,0,4248,1329,0,689,0,2230
2023,8,UA,United Air Lines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",35,7,1,0,425,146,0,69,0,210
2023,8,UA,United Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",202,59,2,0,3759,1032,43,539,0,2145
2023,8,UA,United Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",492,90,7,4,4940,1250,36,1233,0,2421
2023,8,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",8711,1564,96,45,112049,33481,5296,31673,71,41528
2023,8,UA,United Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",775,177,6,2,10469,4284,199,2003,0,3983
2023,8,UA,United Air Lines Inc.,DRO,"Durango, CO: Durango La Plata County",31,10,1,0,783,203,0,157,0,423
2023,8,UA,United Air Lines Inc.,DSM,"Des Moines, IA: Des Moines International",208,61,4,0,3804,1437,0,517,0,1850
2023,8,UA,United Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",222,47,2,1,3126,1323,226,386,0,1191
2023,8,UA,United Air Lines Inc.,ELP,"El Paso, TX: El Paso International",30,7,0,0,394,60,0,6,0,328
2023,8,UA,United Air Lines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",120,22,2,0,1794,457,0,236,0,1101
2023,8,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",5862,1034,99,8,77784,25689,5364,14267,181,32283
2023,8,UA,United Air Lines Inc.,FAI,"Fairbanks, AK: Fairbanks International",31,4,0,0,454,231,0,50,0,173
2023,8,UA,United Air Lines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",97,23,0,0,1471,743,0,95,0,633
2023,8,UA,United Air Lines Inc.,FCA,"Kalispell, MT: Glacier Park International",101,17,0,0,914,383,0,229,0,302
2023,8,UA,United Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",552,122,4,1,8618,2570,326,2073,0,3649
2023,8,UA,United Air Lines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",93,26,0,0,1901,510,0,161,0,1230
2023,8,UA,United Air Lines Inc.,GEG,"Spokane, WA: Spokane International",124,24,1,0,1535,543,20,56,0,916
2023,8,UA,United Air Lines Inc.,GJT,"Grand Junction, CO: Grand Junction Regional",31,10,0,0,926,280,0,35,0,611
2023,8,UA,United Air Lines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",211,49,1,0,2286,917,13,381,0,975
2023,8,UA,United Air Lines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",62,15,0,0,1203,343,36,61,0,763
2023,8,UA,United Air Lines Inc.,GTF,"Great Falls, MT: Great Falls International",66,21,0,0,1652,572,0,97,0,983
2023,8,UA,United Air Lines Inc.,GUM,"Guam, TT: Guam International",71,8,0,0,551,180,0,41,0,330
2023,8,UA,United Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",437,109,3,1,4926,2910,0,1098,0,918
2023,8,UA,United Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",2965,518,30,6,38781,11946,3192,6406,0,17237
2023,8,UA,United Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",6012,880,59,6,60878,23638,2166,8776,204,26094
2023,8,UA,United Air Lines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",62,14,2,0,862,347,61,44,0,410
2023,8,UA,United Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",236,43,3,0,2104,646,7,448,0,1003
2023,8,UA,United Air Lines Inc.,JAC,"Jackson, WY: Jackson Hole",264,52,1,1,2824,905,60,352,0,1507
2023,8,UA,United Air Lines Inc.,JAX,"Jacksonville, FL: Jacksonville International",302,65,8,0,4016,1762,334,732,0,1188
2023,8,UA,United Air Lines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",145,32,0,0,2834,1691,0,305,0,838
